Number of Animals,YEAR,MONTH,OutcomeType,OutcomeSubtype
30,2016,3,ADOPTION,WALK IN
1,2016,3,DIED,AT VET
2,2016,3,DIED,IN FOSTER
4,2016,3,DIED,IN KENNEL
7,2016,3,DISPOSAL,BY OWNER
14,2016,3,DISPOSAL,DEAD ARRIV
1,2016,3,DISPOSAL,STRAY
1,2016,3,EUTH,
1,2016,3,EUTH,AGRESSION
37,2016,3,EUTH,BEHAV OBSV
26,2016,3,EUTH,MEDICAL
47,2016,3,EUTH,REQUESTED
2,2016,3,EUTH,TIME/SPACE
4,2016,3,FOSTER,
2,2016,3,FOSTER,BEHAV OBSV
16,2016,3,FOSTER,MEDICAL
3,2016,3,FOSTER,RESCUE GRP
16,2016,3,FOSTER,TIME/SPACE
11,2016,3,FOSTER,TOO YOUNG
1,2016,3,MISSING EX,
1,2016,3,RELEASE,WILDLIFE
8,2016,3,RTF,
15,2016,3,RTO,IN FIELD
66,2016,3,RTO,IN KENNEL
49,2016,3,SNR,
9,2016,3,TNR,
2,2016,3,TRANSFER,AN CONTROL
27,2016,3,TRANSFER,KHS
66,2016,3,TRANSFER,RESCUE GRP
1,2016,3,TRANSFER,WILDLIFE
69,2016,3,TRANSPORT,RESCUE GRP
1,2016,4,,
1,2016,4,ADOPTION,EVENT
6,2016,4,ADOPTION,FACEBOOK
11,2016,4,ADOPTION,FOSTER
11,2016,4,ADOPTION,FRIEND
52,2016,4,ADOPTION,INTERNET
16,2016,4,ADOPTION,PRV ADOPT
4,2016,4,ADOPTION,PS HURST
12,2016,4,ADOPTION,PS OUTER
12,2016,4,ADOPTION,REFERRAL
3,2016,4,ADOPTION,TV OTHER
1,2016,4,ADOPTION,TV WLKY
27,2016,4,ADOPTION,WALK IN
1,2016,4,DIED,AT VET
1,2016,4,DIED,ENROUTE
1,2016,4,DIED,IN FOSTER
1,2016,4,DIED,IN SURGERY
6,2016,4,DISPOSAL,BY OWNER
16,2016,4,DISPOSAL,DEAD ARRIV
1,2016,4,DISPOSAL,NECROPSY
2,2016,4,DISPOSAL,STRAY
18,2016,4,EUTH,BEHAV OBSV
2,2016,4,EUTH,CONTAG DIS
1,2016,4,EUTH,HEARTWORM
28,2016,4,EUTH,MEDICAL
34,2016,4,EUTH,REQUESTED
1,2016,4,EUTH,TOO YOUNG
3,2016,4,FOSTER,
2,2016,4,FOSTER,BEHAV OBSV
14,2016,4,FOSTER,MEDICAL
1,2016,4,FOSTER,RESCUE GRP
2,2016,4,FOSTER,TIME/SPACE
17,2016,4,FOSTER,TOO YOUNG
2,2016,4,MISSING EX,
1,2016,4,RELEASE,WILDLIFE
5,2016,4,RTF,
1,2016,4,RTO,
6,2016,4,RTO,IN FIELD
52,2016,4,RTO,IN KENNEL
36,2016,4,SNR,
18,2016,4,TNR,
4,2016,4,TRANSFER,
1,2016,4,TRANSFER,AN CONTROL
21,2016,4,TRANSFER,KHS
1,2016,4,TRANSFER,RES WAGGIN
93,2016,4,TRANSFER,RESCUE GRP
42,2016,4,TRANSPORT,RESCUE GRP
2,2016,5,ADOPTION,
1,2016,5,ADOPTION,EVENT
8,2016,5,ADOPTION,FACEBOOK
10,2016,5,ADOPTION,FOSTER
17,2016,5,ADOPTION,FRIEND
33,2016,5,ADOPTION,INTERNET
15,2016,5,ADOPTION,PRV ADOPT
13,2016,5,ADOPTION,PS HURST
14,2016,5,ADOPTION,PS OUTER
7,2016,5,ADOPTION,PS WEST
24,2016,5,ADOPTION,REFERRAL
4,2016,5,ADOPTION,TV WHAS
25,2016,5,ADOPTION,WALK IN
1,2016,5,ADOPTION,WEB PF
1,2016,5,DIED,ENROUTE
2,2016,5,DIED,IN FOSTER
1,2016,5,DIED,IN KENNEL
4,2016,5,DISPOSAL,BY OWNER
14,2016,5,DISPOSAL,DEAD ARRIV
2,2016,5,DISPOSAL,STRAY
1,2016,5,EUTH,
29,2016,5,EUTH,BEHAV OBSV
6,2016,5,EUTH,CONTAG DIS
55,2016,5,EUTH,MEDICAL
50,2016,5,EUTH,REQUESTED
4,2016,5,FOSTER,
3,2016,5,FOSTER,BEHAV OBSV
8,2016,5,FOSTER,MEDICAL
2,2016,5,FOSTER,RESCUE GRP
4,2016,5,FOSTER,TIME/SPACE
22,2016,5,FOSTER,TOO YOUNG
1,2016,5,RELEASE,
3,2016,5,RELEASE,WILDLIFE
17,2016,5,RTF,
7,2016,5,RTO,
13,2016,5,RTO,IN FIELD
53,2016,5,RTO,IN KENNEL
37,2016,5,SNR,
21,2016,5,TNR,
1,2016,5,TRANSFER,
6,2016,5,TRANSFER,AN CONTROL
25,2016,5,TRANSFER,KHS
44,2016,5,TRANSFER,RESCUE GRP
37,2016,5,TRANSPORT,RESCUE GRP
1,2016,6,ADOPTION,
2,2016,6,ADOPTION,3RD PARTY
2,2016,6,ADOPTION,EVENT
3,2016,6,ADOPTION,FACEBOOK
5,2016,6,ADOPTION,FOSTER
11,2016,6,ADOPTION,FRIEND
72,2016,6,ADOPTION,INTERNET
18,2016,6,ADOPTION,PRV ADOPT
3,2016,6,ADOPTION,PS HURST
10,2016,6,ADOPTION,PS OUTER
12,2016,6,ADOPTION,REFERRAL
1,2016,6,ADOPTION,TV WHAS
25,2016,6,ADOPTION,WALK IN
1,2016,6,DIED,
7,2016,6,DIED,IN KENNEL
2,2016,6,DISPOSAL,
6,2016,6,DISPOSAL,BY OWNER
19,2016,6,DISPOSAL,DEAD ARRIV
2,2016,6,DISPOSAL,NECROPSY
1,2016,6,DISPOSAL,STRAY
4,2016,6,EUTH,
1,2016,6,EUTH,BEHAV HIST
46,2016,6,EUTH,BEHAV OBSV
16,2016,6,EUTH,CONTAG DIS
43,2016,6,EUTH,MEDICAL
66,2016,6,EUTH,REQUESTED
17,2016,6,EUTH,TIME/SPACE
3,2016,6,EUTH,TOO YOUNG
1,2016,6,FOSTER,
10,2016,6,FOSTER,BEHAV OBSV
2,2016,6,FOSTER,CONTAG DIS
8,2016,6,FOSTER,MEDICAL
2,2016,6,FOSTER,RESCUE GRP
1,2016,6,FOSTER,TIME/SPACE
1,2016,6,FOSTER,TOO OLD
12,2016,6,FOSTER,TOO YOUNG
1,2016,6,RELEASE,
1,2016,6,RELEASE,WILDLIFE
2,2016,6,RTF,
2,2016,6,RTO,
5,2016,6,RTO,IN FIELD
66,2016,6,RTO,IN KENNEL
61,2016,6,SNR,
20,2016,6,TNR,
1,2016,6,TRANSFER,
1,2016,6,TRANSFER,AN CONTROL
28,2016,6,TRANSFER,KHS
48,2016,6,TRANSFER,RESCUE GRP
57,2016,6,TRANSPORT,RESCUE GRP
13,2016,7,,
2,2016,7,ADOPTION,3RD PARTY
6,2016,7,ADOPTION,EVENT
21,2016,7,ADOPTION,FACEBOOK
2,2016,7,ADOPTION,FOSTER
29,2016,7,ADOPTION,FRIEND
69,2016,7,ADOPTION,INTERNET
2,2016,7,ADOPTION,NEWSLETTER
1,2016,7,ADOPTION,PROMO
14,2016,7,ADOPTION,PRV ADOPT
1,2016,7,ADOPTION,PS HURST
17,2016,7,ADOPTION,PS OUTER
1,2016,7,ADOPTION,RADIO OTHR
25,2016,7,ADOPTION,REFERRAL
3,2016,7,ADOPTION,TV OTHER
1,2016,7,ADOPTION,TV WLKY
28,2016,7,ADOPTION,WALK IN
1,2016,7,DIED,
4,2016,7,DIED,IN FOSTER
6,2016,7,DIED,IN KENNEL
7,2016,7,DISPOSAL,BY OWNER
23,2016,7,DISPOSAL,DEAD ARRIV
6,2016,7,DISPOSAL,STRAY
42,2016,7,EUTH,BEHAV OBSV
22,2016,7,EUTH,CONTAG DIS
55,2016,7,EUTH,MEDICAL
57,2016,7,EUTH,REQUESTED
16,2016,7,EUTH,TIME/SPACE
4,2016,7,EUTH,TOO YOUNG
6,2016,7,FOSTER,
1,2016,7,FOSTER,BEHAV OBSV
24,2016,7,FOSTER,MEDICAL
6,2016,7,FOSTER,RESCUE GRP
2,2016,7,FOSTER,TIME/SPACE
1,2016,7,FOSTER,TOO OLD
8,2016,7,FOSTER,TOO YOUNG
6,2016,7,RTF,
1,2016,7,RTO,
11,2016,7,RTO,IN FIELD
66,2016,7,RTO,IN KENNEL
56,2016,7,SNR,
6,2016,7,TNR,
2,2016,7,TRANSFER,
26,2016,7,TRANSFER,KHS
23,2016,7,TRANSFER,RESCUE GRP
44,2016,7,TRANSPORT,RESCUE GRP
3,2016,8,ADOPTION,
1,2016,8,ADOPTION,3RD PARTY
2,2016,8,ADOPTION,EVENT
6,2016,8,ADOPTION,FACEBOOK
13,2016,8,ADOPTION,FOSTER
42,2016,8,ADOPTION,FRIEND
75,2016,8,ADOPTION,INTERNET
10,2016,8,ADOPTION,PRV ADOPT
9,2016,8,ADOPTION,PS OUTER
4,2016,8,ADOPTION,REFERRAL
1,2016,8,ADOPTION,TV METRO
1,2016,8,ADOPTION,TV WLKY
33,2016,8,ADOPTION,WALK IN
1,2016,8,ADOPTION,WEB METRO
1,2016,8,DIED,ENROUTE
8,2016,8,DIED,IN FOSTER
5,2016,8,DIED,IN KENNEL
1,2016,8,DIED,IN SURGERY
1,2016,8,DISPOSAL,BY OWNER
26,2016,8,DISPOSAL,DEAD ARRIV
3,2016,8,DISPOSAL,NECROPSY
4,2016,8,DISPOSAL,STRAY
1,2016,8,EUTH,
1,2016,8,EUTH,AGRESSION
3,2016,8,EUTH,BEHAV HIST
45,2016,8,EUTH,BEHAV OBSV
30,2016,8,EUTH,CONTAG DIS
57,2016,8,EUTH,MEDICAL
48,2016,8,EUTH,REQUESTED
3,2016,8,EUTH,TIME/SPACE
5,2016,8,EUTH,TOO YOUNG
6,2016,8,FOSTER,BEHAV OBSV
33,2016,8,FOSTER,MEDICAL
6,2016,8,FOSTER,TIME/SPACE
1,2016,8,FOSTER,TOO OLD
24,2016,8,FOSTER,TOO YOUNG
1,2016,8,INDEFINITE,FOSTER
1,2016,8,RELEASE,WILDLIFE
8,2016,8,RTF,
5,2016,8,RTO,
11,2016,8,RTO,IN FIELD
58,2016,8,RTO,IN KENNEL
1,2016,8,RTO,WEB
73,2016,8,SNR,
17,2016,8,TNR,
1,2016,8,TRANSFER,AN CONTROL
91,2016,8,TRANSFER,KHS
101,2016,8,TRANSFER,RESCUE GRP
80,2016,8,TRANSPORT,RESCUE GRP
4,2016,9,ADOPTION,
2,2016,9,ADOPTION,3RD PARTY
3,2016,9,ADOPTION,EVENT
1,2016,9,ADOPTION,EXCHANGE
10,2016,9,ADOPTION,FACEBOOK
12,2016,9,ADOPTION,FOSTER
34,2016,9,ADOPTION,FRIEND
70,2016,9,ADOPTION,INTERNET
6,2016,9,ADOPTION,PRV ADOPT
6,2016,9,ADOPTION,PS HURST
12,2016,9,ADOPTION,PS OUTER
10,2016,9,ADOPTION,REFERRAL
1,2016,9,ADOPTION,TV OTHER
1,2016,9,ADOPTION,TV WHAS
19,2016,9,ADOPTION,WALK IN
3,2016,9,ADOPTION,WEB METRO
11,2016,9,DIED,IN FOSTER
8,2016,9,DIED,IN KENNEL
3,2016,9,DISPOSAL,BY OWNER
22,2016,9,DISPOSAL,DEAD ARRIV
2,2016,9,DISPOSAL,STRAY
1,2016,9,EUTH,
1,2016,9,EUTH,AGRESSION
1,2016,9,EUTH,BEHAV HIST
28,2016,9,EUTH,BEHAV OBSV
13,2016,9,EUTH,CONTAG DIS
37,2016,9,EUTH,MEDICAL
50,2016,9,EUTH,REQUESTED
3,2016,9,EUTH,TIME/SPACE
2,2016,9,FOSTER,
6,2016,9,FOSTER,BEHAV OBSV
19,2016,9,FOSTER,MEDICAL
1,2016,9,FOSTER,RESCUE GRP
4,2016,9,FOSTER,TIME/SPACE
31,2016,9,FOSTER,TOO YOUNG
1,2016,9,LOST EXP,
13,2016,9,RTF,
2,2016,9,RTO,
11,2016,9,RTO,IN FIELD
43,2016,9,RTO,IN KENNEL
79,2016,9,SNR,
27,2016,9,TNR,
5,2016,9,TRANSFER,
1,2016,9,TRANSFER,AN CONTROL
61,2016,9,TRANSFER,KHS
65,2016,9,TRANSFER,RESCUE GRP
1,2016,9,TRANSFER,WILDLIFE
46,2016,9,TRANSPORT,RESCUE GRP
4,2016,10,ADOPTION,
1,2016,10,ADOPTION,3RD PARTY
1,2016,10,ADOPTION,EVENT
1,2016,10,ADOPTION,EXCHANGE
7,2016,10,ADOPTION,FACEBOOK
11,2016,10,ADOPTION,FOSTER
25,2016,10,ADOPTION,FRIEND
69,2016,10,ADOPTION,INTERNET
1,2016,10,ADOPTION,PROMO
9,2016,10,ADOPTION,PRV ADOPT
1,2016,10,ADOPTION,PS HURST
2,2016,10,ADOPTION,PS OUTER
3,2016,10,ADOPTION,REFERRAL
2,2016,10,ADOPTION,TV OTHER
47,2016,10,ADOPTION,WALK IN
1,2016,10,ADOPTION,WEB PF
1,2016,10,DIED,AT VET
2,2016,10,DIED,IN FOSTER
6,2016,10,DIED,IN KENNEL
1,2016,10,DISPOSAL,
6,2016,10,DISPOSAL,BY OWNER
26,2016,10,DISPOSAL,DEAD ARRIV
1,2016,10,DISPOSAL,STRAY
1,2016,10,EUTH,
1,2016,10,EUTH,BEHAV HIST
33,2016,10,EUTH,BEHAV OBSV
9,2016,10,EUTH,CONTAG DIS
46,2016,10,EUTH,MEDICAL
58,2016,10,EUTH,REQUESTED
3,2016,10,FOSTER,
2,2016,10,FOSTER,BEHAV OBSV
18,2016,10,FOSTER,MEDICAL
1,2016,10,FOSTER,PREGNANT
2,2016,10,FOSTER,TIME/SPACE
20,2016,10,FOSTER,TOO YOUNG
9,2016,10,RTF,
5,2016,10,RTO,
13,2016,10,RTO,IN FIELD
55,2016,10,RTO,IN KENNEL
38,2016,10,SNR,
17,2016,10,TNR,
3,2016,10,TRANSFER,AN CONTROL
60,2016,10,TRANSFER,KHS
31,2016,10,TRANSFER,RESCUE GRP
71,2016,10,TRANSPORT,RESCUE GRP
2,2016,11,,
1,2016,11,ADOPTION,3RD PARTY
8,2016,11,ADOPTION,EVENT
9,2016,11,ADOPTION,FACEBOOK
7,2016,11,ADOPTION,FOSTER
28,2016,11,ADOPTION,FRIEND
84,2016,11,ADOPTION,INTERNET
2,2016,11,ADOPTION,NEWSLETTER
10,2016,11,ADOPTION,PROMO
16,2016,11,ADOPTION,PRV ADOPT
1,2016,11,ADOPTION,PS HURST
24,2016,11,ADOPTION,PS OUTER
1,2016,11,ADOPTION,RADIO OTHR
17,2016,11,ADOPTION,REFERRAL
2,2016,11,ADOPTION,TV OTHER
4,2016,11,ADOPTION,TV WHAS
37,2016,11,ADOPTION,WALK IN
1,2016,11,DIED,
1,2016,11,DIED,AT VET
4,2016,11,DIED,IN FOSTER
5,2016,11,DIED,IN KENNEL
1,2016,11,DISPOSAL,BY OWNER
16,2016,11,DISPOSAL,DEAD ARRIV
1,2016,11,DISPOSAL,NECROPSY
1,2016,11,EUTH,BEHAV HIST
21,2016,11,EUTH,BEHAV OBSV
2,2016,11,EUTH,CONTAG DIS
44,2016,11,EUTH,MEDICAL
36,2016,11,EUTH,REQUESTED
5,2016,11,FOSTER,
1,2016,11,FOSTER,BEHAV OBSV
15,2016,11,FOSTER,MEDICAL
1,2016,11,FOSTER,PREGNANT
11,2016,11,FOSTER,TIME/SPACE
1,2016,11,FOSTER,TOO OLD
25,2016,11,FOSTER,TOO YOUNG
1,2016,11,MISSING EX,ENROUTE
8,2016,11,RTF,
1,2016,11,RTO,
11,2016,11,RTO,IN FIELD
39,2016,11,RTO,IN KENNEL
1,2016,11,RTO,WEB
55,2016,11,SNR,
8,2016,11,TNR,
1,2016,11,TRANSFER,
1,2016,11,TRANSFER,AN CONTROL
28,2016,11,TRANSFER,KHS
29,2016,11,TRANSFER,RESCUE GRP
27,2016,11,TRANSPORT,RESCUE GRP
6,2016,12,,
6,2016,12,ADOPTION,
4,2016,12,ADOPTION,EVENT
7,2016,12,ADOPTION,FACEBOOK
13,2016,12,ADOPTION,FOSTER
21,2016,12,ADOPTION,FRIEND
61,2016,12,ADOPTION,INTERNET
7,2016,12,ADOPTION,PRV ADOPT
1,2016,12,ADOPTION,RADIO OTHR
2,2016,12,ADOPTION,REFERRAL
2,2016,12,ADOPTION,TV OTHER
2,2016,12,ADOPTION,TV WHAS
12,2016,12,ADOPTION,WALK IN
1,2016,12,ADOPTION,WEB METRO
1,2016,12,DIED,IN FOSTER
1,2016,12,DIED,IN KENNEL
1,2016,12,DISPOSAL,
3,2016,12,DISPOSAL,BY OWNER
11,2016,12,DISPOSAL,DEAD ARRIV
1,2016,12,DISPOSAL,NECROPSY
2,2016,12,DISPOSAL,STRAY
1,2016,12,EUTH,AGRESSION
12,2016,12,EUTH,BEHAV OBSV
1,2016,12,EUTH,CONTAG DIS
14,2016,12,EUTH,MEDICAL
22,2016,12,EUTH,REQUESTED
6,2016,12,FOSTER,
3,2016,12,FOSTER,BEHAV OBSV
2,2016,12,FOSTER,MEDICAL
2,2016,12,FOSTER,TIME/SPACE
12,2016,12,FOSTER,TOO YOUNG
1,2016,12,RELEASE,WILDLIFE
7,2016,12,RTF,
4,2016,12,RTO,
9,2016,12,RTO,IN FIELD
38,2016,12,RTO,IN KENNEL
24,2016,12,SNR,
5,2016,12,TNR,
1,2016,12,TRANSFER,AN CONTROL
20,2016,12,TRANSFER,KHS
30,2016,12,TRANSFER,RESCUE GRP
5,2016,12,TRANSPORT,RESCUE GRP
